edy,3241,d,1
barok,2323,d,1
edy,3241,d,2
deni,1213,d,1
edy,3241,d,3
barok,2323,d,2
edy,3241,d,4
deni,1213,d,2
edy,3241,d,5
barok,2323,d,3
deni,1213,d,3
edy,3241,w,6
deni,1213,d,4
barok,2323,d,4
deni,1213,d,5
barok,2323,d,5
deni,1213,w,6
barok,2323,w,6
